160	184	222
160	184	222
160	184	222
160	184	222
161	184	222
161	184	222
161	184	222
162	184	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
169	220	222
160	160	128
170	221	222
192	329	222
160	160	128
190	306	222
160	160	128
196	327	222
192	301	222
194	299	222
195	298	222
197	299	222
198	298	222
200	298	222
202	297	222
204	297	222
206	298	222
207	298	222
208	296	222
210	295	222
212	296	222
224	321	222
215	294	222
228	321	222
230	319	222
232	319	222
234	318	222
236	318	222
238	317	222
194	226	222
195	225	222
195	224	222
196	223	222
197	223	222
197	222	222
198	221	222
198	221	222
199	220	222
200	220	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
167	166	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
333	298	222
160	160	128
337	298	222
160	160	128
340	297	222
344	296	222
347	295	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
238	205	222
160	160	128
235	202	222
160	160	128
233	200	222
232	198	222
232	197	222
231	195	222
232	195	222
232	194	222
232	192	222
232	192	222
229	190	222
160	160	128
160	160	128
160	160	128
160	160	128
215	179	222
160	160	128
215	178	222
215	177	222
215	176	222
215	176	222
215	175	222
215	174	222
215	174	222
215	173	222
216	172	222
216	172	222
216	171	222
216	170	222
217	170	222
219	169	222
219	169	222
220	168	222
176	161	222
176	161	222
176	161	222
176	160	222
176	160	222
176	160	222
176	160	222
176	160	222
176	159	222
177	159	222
160	160	128
177	159	222
160	160	128
160	160	128
160	160	128
160	160	128
223	155	222
160	160	128
223	154	222
223	154	222
194	155	222
193	155	222
193	155	222
192	154	222
192	154	222
192	154	222
192	153	222
191	153	222
191	153	222
191	152	222
191	152	222
191	151	222
191	151	222
191	151	222
191	150	222
191	150	222
191	149	222
191	149	222
191	149	222
191	148	222
191	148	222
191	148	222
191	147	222
191	147	222
191	146	222
191	146	222
191	145	222
191	145	222
191	144	222
192	144	222
192	143	222
193	142	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
257	99	222
160	160	128
160	160	128
257	96	222
256	95	222
160	160	128
255	94	222
254	92	222
254	91	222
175	147	222
175	147	222
175	147	222
175	146	222
175	146	222
175	146	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
174	139	222
174	138	222
174	138	222
174	137	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
253	-10	222
160	160	128
250	-10	222
160	160	128
246	-9	222
243	-6	222
242	-10	222
242	-15	222
242	-19	222
239	-20	222
239	-26	222
239	-32	222
237	-34	222
238	-42	222
236	-43	222
235	-47	222
233	-51	222
234	-61	222
232	-65	222
230	-68	222
226	-85	222
160	160	128
224	-89	222
160	160	128
165	133	222
165	134	222
162	145	222
162	144	222
162	144	222
161	144	222
161	144	222
161	146	222
161	146	222
160	146	222
160	146	222
160	146	222
160	146	222
160	146	222
160	146	222
159	145	222
159	145	222
159	145	222
159	145	222
159	145	222
159	145	222
159	145	222
158	145	222
158	145	222
158	145	222
158	145	222
158	145	222
157	145	222
160	160	128
157	145	222
160	160	128
157	145	222
160	160	128
160	160	128
155	135	222
160	160	128
155	141	222
155	142	222
155	144	222
155	144	222
155	144	222
155	143	222
160	160	128
154	142	222
160	160	128
160	160	128
151	134	222
151	135	222
151	135	222
150	135	222
150	135	222
149	134	222
149	134	222
148	134	222
148	134	222
146	131	222
160	160	128
160	160	128
160	160	128
140	122	222
160	160	128
140	123	222
139	124	222
139	124	222
139	124	222
138	125	222
138	124	222
160	160	128
160	160	128
160	160	128
160	160	128
153	151	222
160	160	128
153	151	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
151	151	222
160	160	128
151	151	222
151	151	222
160	160	128
160	160	128
151	151	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
150	152	222
160	160	128
160	160	128
141	146	222
141	146	222
141	146	222
140	146	222
140	146	222
139	146	222
160	160	128
126	138	222
160	160	128
125	138	222
141	148	222
141	149	222
140	149	222
141	149	222
141	150	222
141	150	222
141	150	222
142	151	222
142	151	222
142	151	222
142	152	222
142	152	222
142	152	222
142	153	222
142	153	222
149	156	222
150	157	222
150	157	222
160	160	128
160	160	128
150	157	222
150	157	222
160	160	128
151	157	222
160	160	128
151	158	222
160	160	128
151	158	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
152	159	222
160	160	128
152	159	222
160	160	128
152	159	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
153	159	222
160	160	128
160	160	128
153	160	222
154	160	222
154	160	222
160	160	128
154	160	222
160	160	128
154	160	222
154	161	222
160	160	128
154	161	222
160	160	128
154	161	222
160	160	128
154	161	222
160	160	128
154	161	222
160	160	128
154	161	222
160	160	128
160	160	128
160	160	128
154	161	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
144	168	222
144	168	222
144	169	222
143	169	222
143	169	222
143	170	222
142	171	222
142	171	222
142	171	222
142	171	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
